Percentage served,Time in ms
0,9.695
1,18.703
2,18.809
3,18.857
4,18.893
5,18.924
6,18.948
7,18.972
8,18.995
9,19.014
10,19.036
11,19.057
12,19.075
13,19.095
14,19.118
15,19.138
16,19.156
17,19.178
18,19.199
19,19.221
20,19.246
21,19.271
22,19.297
23,19.322
24,19.350
25,19.377
26,19.417
27,19.450
28,19.494
29,19.537
30,19.569
31,19.614
32,19.654
33,19.691
34,19.728
35,19.763
36,19.796
37,19.837
38,19.881
39,19.926
40,19.971
41,20.031
42,20.103
43,20.170
44,20.291
45,20.420
46,20.588
47,20.761
48,20.920
49,21.057
50,21.158
51,21.251
52,21.344
53,21.431
54,21.527
55,21.610
56,21.692
57,21.782
58,21.869
59,21.941
60,22.007
61,22.077
62,22.140
63,22.204
64,22.246
65,22.300
66,22.346
67,22.405
68,22.450
69,22.500
70,22.563
71,22.632
72,22.696
73,22.779
74,22.851
75,22.923
76,22.984
77,23.079
78,23.153
79,23.250
80,23.350
81,23.471
82,23.603
83,23.777
84,23.970
85,24.089
86,24.231
87,24.432
88,25.036
89,25.596
90,26.104
91,26.647
92,29.663
93,30.536
94,30.927
95,37.585
96,47.627
97,240.448
98,1728.068
99,1765.838
100,1794.246
