Percentage served,Time in ms
0,2.285
1,2.345
2,2.356
3,2.363
4,2.369
5,2.374
6,2.378
7,2.383
8,2.387
9,2.390
10,2.394
11,2.398
12,2.400
13,2.403
14,2.406
15,2.409
16,2.412
17,2.414
18,2.417
19,2.419
20,2.421
21,2.423
22,2.425
23,2.428
24,2.430
25,2.432
26,2.435
27,2.436
28,2.439
29,2.441
30,2.443
31,2.445
32,2.447
33,2.449
34,2.451
35,2.452
36,2.454
37,2.456
38,2.459
39,2.460
40,2.462
41,2.464
42,2.466
43,2.468
44,2.470
45,2.472
46,2.474
47,2.476
48,2.478
49,2.480
50,2.482
51,2.484
52,2.486
53,2.488
54,2.491
55,2.493
56,2.495
57,2.498
58,2.500
59,2.502
60,2.505
61,2.507
62,2.509
63,2.511
64,2.514
65,2.517
66,2.520
67,2.522
68,2.525
69,2.527
70,2.530
71,2.533
72,2.536
73,2.539
74,2.542
75,2.546
76,2.549
77,2.552
78,2.556
79,2.560
80,2.564
81,2.567
82,2.573
83,2.578
84,2.583
85,2.590
86,2.596
87,2.602
88,2.610
89,2.619
90,2.630
91,2.644
92,2.660
93,2.676
94,2.701
95,2.736
96,2.825
97,3.302
98,4.028
99,4.541
100,24.236
