Percentage served,Time in ms
0,19.303
1,31.579
2,32.940
3,33.887
4,34.242
5,34.811
6,35.145
7,35.450
8,35.774
9,36.262
10,36.584
11,36.914
12,37.472
13,37.777
14,38.193
15,38.477
16,38.724
17,38.867
18,39.181
19,39.373
20,39.539
21,39.705
22,39.970
23,40.195
24,40.329
25,40.479
26,40.633
27,40.758
28,40.869
29,41.025
30,41.170
31,41.274
32,41.455
33,41.550
34,41.688
35,41.907
36,42.041
37,42.178
38,42.448
39,42.616
40,42.807
41,42.974
42,43.092
43,43.261
44,43.408
45,43.602
46,43.683
47,43.774
48,43.885
49,44.113
50,44.212
51,44.338
52,44.510
53,44.619
54,44.872
55,45.085
56,45.396
57,45.618
58,45.850
59,46.043
60,46.147
61,46.413
62,46.685
63,47.117
64,47.555
65,47.942
66,48.156
67,48.482
68,48.743
69,49.281
70,50.210
71,50.984
72,52.257
73,54.450
74,78.646
75,90.082
76,223.429
77,227.488
78,251.095
79,254.417
80,256.183
81,258.381
82,259.928
83,260.954
84,262.548
85,264.061
86,265.267
87,269.235
88,276.215
89,443.369
90,476.726
91,484.216
92,512.678
93,537.086
94,915.306
95,952.701
96,1065.094
97,1786.632
98,1905.196
99,3478.315
100,3610.441
