Percentage served,Time in ms
0,8.082
1,22.588
2,23.381
3,23.588
4,23.701
5,23.792
6,23.873
7,23.937
8,23.990
9,24.047
10,24.100
11,24.166
12,24.218
13,24.273
14,24.323
15,24.376
16,24.427
17,24.487
18,24.543
19,24.595
20,24.653
21,24.713
22,24.770
23,24.827
24,24.896
25,24.952
26,25.015
27,25.067
28,25.144
29,25.209
30,25.282
31,25.376
32,25.446
33,25.520
34,25.586
35,25.654
36,25.729
37,25.821
38,25.899
39,25.984
40,26.117
41,26.214
42,26.323
43,26.436
44,26.551
45,26.707
46,26.824
47,26.986
48,27.109
49,27.221
50,27.306
51,27.383
52,27.455
53,27.519
54,27.581
55,27.639
56,27.697
57,27.755
58,27.803
59,27.854
60,27.905
61,27.952
62,28.006
63,28.052
64,28.089
65,28.139
66,28.182
67,28.225
68,28.273
69,28.333
70,28.386
71,28.444
72,28.503
73,28.568
74,28.632
75,28.698
76,28.771
77,28.847
78,28.942
79,29.027
80,29.142
81,29.259
82,29.390
83,29.570
84,29.755
85,29.944
86,30.138
87,30.362
88,30.656
89,30.930
90,31.311
91,31.833
92,32.553
93,33.278
94,34.207
95,34.717
96,35.332
97,44.944
98,236.924
99,3487.980
100,3558.723
