Percentage served,Time in ms
0,18.754
1,22.738
2,23.474
3,24.069
4,24.360
5,24.491
6,24.596
7,24.681
8,24.760
9,24.838
10,24.898
11,24.964
12,25.027
13,25.092
14,25.141
15,25.190
16,25.245
17,25.304
18,25.352
19,25.395
20,25.448
21,25.495
22,25.546
23,25.604
24,25.663
25,25.719
26,25.783
27,25.844
28,25.902
29,25.963
30,26.039
31,26.116
32,26.190
33,26.266
34,26.361
35,26.466
36,26.557
37,26.665
38,26.768
39,26.872
40,26.999
41,27.137
42,27.289
43,27.407
44,27.537
45,27.664
46,27.800
47,27.941
48,28.039
49,28.138
50,28.236
51,28.324
52,28.433
53,28.525
54,28.602
55,28.687
56,28.795
57,28.890
58,28.994
59,29.100
60,29.182
61,29.295
62,29.390
63,29.501
64,29.589
65,29.682
66,29.802
67,29.932
68,30.070
69,30.192
70,30.318
71,30.484
72,30.642
73,30.862
74,31.132
75,31.539
76,32.069
77,32.466
78,32.987
79,33.372
80,33.906
81,34.460
82,35.176
83,36.776
84,40.096
85,46.323
86,50.054
87,60.917
88,78.110
89,227.457
90,235.155
91,250.474
92,418.751
93,919.869
94,1844.660
95,8064.174
96,14429.361
97,14443.050
98,14941.424
99,28764.559
100,57939.481
