Percentage served,Time in ms
0,15.387
1,22.700
2,23.009
3,23.133
4,23.218
5,23.301
6,23.361
7,23.421
8,23.475
9,23.526
10,23.576
11,23.634
12,23.688
13,23.739
14,23.787
15,23.837
16,23.876
17,23.917
18,23.959
19,23.998
20,24.034
21,24.069
22,24.109
23,24.139
24,24.176
25,24.207
26,24.244
27,24.288
28,24.327
29,24.370
30,24.409
31,24.459
32,24.514
33,24.556
34,24.602
35,24.645
36,24.680
37,24.723
38,24.761
39,24.803
40,24.846
41,24.893
42,24.938
43,24.974
44,25.009
45,25.045
46,25.083
47,25.123
48,25.157
49,25.201
50,25.240
51,25.277
52,25.311
53,25.356
54,25.406
55,25.458
56,25.518
57,25.571
58,25.641
59,25.721
60,25.827
61,25.926
62,26.039
63,26.191
64,26.340
65,26.478
66,26.626
67,26.761
68,26.932
69,27.080
70,27.255
71,27.492
72,27.754
73,28.169
74,28.519
75,28.816
76,29.150
77,29.485
78,29.937
79,30.305
80,30.753
81,31.079
82,31.385
83,31.853
84,32.380
85,33.697
86,34.609
87,35.516
88,36.405
89,38.774
90,40.866
91,67.516
92,211.239
93,233.087
94,274.715
95,965.530
96,1772.908
97,3355.516
98,3585.599
99,3605.937
100,7228.158
