Percentage served,Time in ms
0,13.673
1,28.085
2,28.284
3,28.452
4,28.569
5,28.653
6,28.729
7,28.801
8,28.860
9,28.919
10,28.980
11,29.041
12,29.112
13,29.188
14,29.230
15,29.283
16,29.339
17,29.389
18,29.437
19,29.495
20,29.547
21,29.605
22,29.653
23,29.703
24,29.746
25,29.782
26,29.824
27,29.865
28,29.912
29,29.954
30,30.003
31,30.047
32,30.100
33,30.151
34,30.192
35,30.233
36,30.273
37,30.312
38,30.350
39,30.393
40,30.451
41,30.503
42,30.566
43,30.616
44,30.668
45,30.715
46,30.766
47,30.817
48,30.878
49,30.933
50,30.983
51,31.043
52,31.096
53,31.167
54,31.223
55,31.290
56,31.343
57,31.407
58,31.460
59,31.522
60,31.587
61,31.664
62,31.734
63,31.834
64,31.914
65,32.001
66,32.088
67,32.172
68,32.257
69,32.355
70,32.457
71,32.573
72,32.666
73,32.769
74,32.912
75,33.062
76,33.206
77,33.354
78,33.558
79,33.775
80,33.996
81,34.250
82,34.590
83,35.098
84,35.743
85,36.606
86,40.852
87,42.405
88,46.259
89,51.626
90,59.744
91,72.206
92,230.925
93,238.391
94,272.538
95,813.189
96,1052.330
97,1834.031
98,9699.450
99,14446.753
100,14469.389
