Percentage served,Time in ms
0,9.592
1,28.494
2,28.601
3,28.674
4,28.754
5,28.823
6,28.886
7,28.940
8,28.984
9,29.023
10,29.060
11,29.109
12,29.159
13,29.200
14,29.238
15,29.275
16,29.313
17,29.350
18,29.389
19,29.424
20,29.458
21,29.494
22,29.533
23,29.571
24,29.602
25,29.636
26,29.668
27,29.696
28,29.716
29,29.749
30,29.774
31,29.800
32,29.824
33,29.846
34,29.870
35,29.890
36,29.913
37,29.939
38,29.965
39,29.991
40,30.016
41,30.040
42,30.065
43,30.095
44,30.129
45,30.162
46,30.188
47,30.220
48,30.251
49,30.287
50,30.318
51,30.348
52,30.384
53,30.419
54,30.456
55,30.496
56,30.533
57,30.573
58,30.618
59,30.658
60,30.699
61,30.740
62,30.783
63,30.828
64,30.898
65,30.970
66,31.067
67,31.193
68,31.313
69,31.449
70,31.590
71,31.786
72,32.043
73,32.253
74,32.520
75,32.769
76,33.048
77,33.436
78,34.053
79,34.536
80,35.289
81,36.174
82,37.175
83,38.031
84,39.124
85,39.829
86,40.399
87,40.980
88,41.545
89,41.916
90,42.361
91,42.846
92,43.640
93,44.553
94,48.186
95,207.989
96,246.608
97,877.243
98,1247.104
99,3473.297
100,3496.174
