Percentage served,Time in ms
0,11.070
1,20.636
2,22.079
3,22.283
4,22.360
5,22.421
6,22.459
7,22.505
8,22.551
9,22.581
10,22.611
11,22.635
12,22.659
13,22.679
14,22.701
15,22.729
16,22.750
17,22.775
18,22.802
19,22.827
20,22.850
21,22.870
22,22.895
23,22.921
24,22.945
25,22.968
26,22.992
27,23.013
28,23.034
29,23.057
30,23.085
31,23.108
32,23.127
33,23.145
34,23.168
35,23.190
36,23.215
37,23.238
38,23.262
39,23.279
40,23.300
41,23.323
42,23.345
43,23.366
44,23.390
45,23.409
46,23.427
47,23.446
48,23.464
49,23.478
50,23.501
51,23.521
52,23.537
53,23.562
54,23.584
55,23.605
56,23.634
57,23.660
58,23.687
59,23.707
60,23.728
61,23.762
62,23.786
63,23.813
64,23.844
65,23.886
66,23.934
67,23.988
68,24.038
69,24.082
70,24.141
71,24.229
72,24.304
73,24.373
74,24.448
75,24.532
76,24.623
77,24.698
78,24.791
79,24.920
80,25.046
81,25.245
82,25.539
83,26.087
84,27.095
85,29.169
86,29.862
87,30.627
88,31.971
89,42.262
90,49.744
91,57.524
92,231.830
93,255.544
94,478.446
95,879.553
96,885.910
97,906.961
98,915.120
99,920.382
100,1765.969
