Percentage served,Time in ms
0,11.880
1,20.392
2,21.850
3,22.346
4,22.549
5,22.679
6,22.811
7,22.943
8,23.084
9,23.163
10,23.259
11,23.335
12,23.391
13,23.446
14,23.520
15,23.574
16,23.630
17,23.691
18,23.764
19,23.830
20,23.885
21,23.942
22,24.022
23,24.111
24,24.233
25,24.359
26,24.578
27,24.885
28,25.945
29,26.669
30,27.092
31,27.530
32,28.451
33,28.862
34,29.665
35,30.979
36,31.565
37,31.714
38,31.883
39,31.998
40,32.104
41,32.269
42,32.369
43,32.516
44,32.637
45,32.813
46,32.935
47,33.162
48,33.343
49,33.664
50,33.892
51,34.158
52,34.336
53,34.516
54,34.644
55,34.765
56,34.851
57,34.941
58,35.071
59,35.152
60,35.225
61,35.299
62,35.374
63,35.488
64,35.561
65,35.627
66,35.696
67,35.779
68,35.848
69,35.921
70,36.029
71,36.161
72,36.280
73,36.402
74,36.588
75,36.719
76,36.977
77,37.246
78,38.061
79,40.731
80,42.144
81,43.155
82,45.174
83,46.481
84,47.325
85,61.261
86,81.344
87,93.303
88,210.102
89,237.243
90,254.814
91,308.840
92,527.607
93,1791.200
94,1835.105
95,1841.692
96,1888.753
97,1895.281
98,1904.331
99,1983.202
100,3621.468
