Percentage served,Time in ms
0,14.566
1,19.802
2,21.561
3,21.773
4,21.858
5,21.927
6,21.990
7,22.071
8,22.149
9,22.226
10,22.311
11,22.367
12,22.428
13,22.484
14,22.535
15,22.575
16,22.620
17,22.646
18,22.678
19,22.715
20,22.744
21,22.786
22,22.827
23,22.863
24,22.904
25,22.949
26,22.987
27,23.033
28,23.072
29,23.118
30,23.162
31,23.204
32,23.238
33,23.278
34,23.312
35,23.364
36,23.401
37,23.434
38,23.477
39,23.540
40,23.592
41,23.637
42,23.703
43,23.761
44,23.810
45,23.869
46,23.917
47,23.967
48,24.022
49,24.058
50,24.124
51,24.184
52,24.274
53,24.356
54,24.480
55,24.722
56,25.018
57,25.311
58,25.491
59,25.596
60,25.736
61,25.851
62,25.990
63,26.102
64,26.192
65,26.278
66,26.382
67,26.440
68,26.524
69,26.609
70,26.686
71,26.809
72,26.943
73,27.127
74,27.468
75,27.730
76,28.042
77,28.271
78,28.525
79,28.851
80,29.657
81,31.597
82,32.560
83,33.317
84,34.292
85,53.492
86,63.330
87,71.654
88,231.964
89,258.557
90,458.375
91,870.263
92,877.494
93,901.417
94,909.129
95,919.663
96,931.669
97,939.494
98,1767.703
99,1774.391
100,1793.937
