Percentage served,Time in ms
0,4.355
1,20.630
2,20.917
3,21.027
4,21.123
5,21.184
6,21.268
7,21.342
8,21.423
9,21.502
10,21.575
11,21.644
12,21.743
13,21.810
14,21.871
15,21.929
16,21.988
17,22.044
18,22.105
19,22.146
20,22.198
21,22.274
22,22.339
23,22.418
24,22.517
25,22.630
26,22.754
27,22.895
28,23.058
29,23.279
30,23.503
31,23.673
32,23.795
33,23.899
34,23.978
35,24.046
36,24.100
37,24.148
38,24.197
39,24.249
40,24.290
41,24.347
42,24.400
43,24.461
44,24.521
45,24.573
46,24.627
47,24.676
48,24.712
49,24.750
50,24.788
51,24.820
52,24.851
53,24.885
54,24.926
55,24.962
56,25.001
57,25.037
58,25.064
59,25.102
60,25.140
61,25.177
62,25.221
63,25.274
64,25.334
65,25.384
66,25.450
67,25.530
68,25.601
69,25.678
70,25.794
71,25.897
72,26.014
73,26.107
74,26.187
75,26.248
76,26.310
77,26.366
78,26.451
79,26.541
80,26.705
81,26.867
82,27.028
83,27.258
84,27.451
85,27.644
86,27.800
87,28.020
88,28.344
89,28.621
90,29.071
91,29.516
92,29.976
93,30.424
94,30.755
95,31.041
96,31.254
97,31.599
98,32.088
99,32.674
100,43.399
