Percentage served,Time in ms
0,12.430
1,29.502
2,29.951
3,30.039
4,30.131
5,30.223
6,30.295
7,30.350
8,30.397
9,30.437
10,30.476
11,30.511
12,30.538
13,30.566
14,30.589
15,30.617
16,30.640
17,30.668
18,30.695
19,30.718
20,30.744
21,30.770
22,30.798
23,30.825
24,30.858
25,30.890
26,30.916
27,30.944
28,30.967
29,30.989
30,31.020
31,31.048
32,31.075
33,31.105
34,31.137
35,31.178
36,31.227
37,31.280
38,31.342
39,31.419
40,31.530
41,31.630
42,31.768
43,31.907
44,32.086
45,32.237
46,32.892
47,33.358
48,33.928
49,34.298
50,34.651
51,34.923
52,35.181
53,35.307
54,35.498
55,35.835
56,36.132
57,36.260
58,36.387
59,36.582
60,36.807
61,37.140
62,37.555
63,38.008
64,38.351
65,38.599
66,38.826
67,39.035
68,39.224
69,39.382
70,39.635
71,39.875
72,40.170
73,40.297
74,40.497
75,40.731
76,40.920
77,41.157
78,41.400
79,41.704
80,41.924
81,42.204
82,42.585
83,43.034
84,43.602
85,44.201
86,45.397
87,46.908
88,51.901
89,55.025
90,65.922
91,231.688
92,243.241
93,280.366
94,923.578
95,1060.417
96,1896.383
97,3514.633
98,6659.787
99,7283.314
100,7530.028
