Percentage served,Time in ms
0,9.554
1,28.758
2,30.161
3,31.082
4,31.259
5,31.311
6,31.356
7,31.400
8,31.430
9,31.452
10,31.473
11,31.488
12,31.504
13,31.519
14,31.527
15,31.541
16,31.551
17,31.559
18,31.569
19,31.576
20,31.587
21,31.594
22,31.603
23,31.611
24,31.618
25,31.626
26,31.633
27,31.642
28,31.650
29,31.657
30,31.664
31,31.671
32,31.678
33,31.685
34,31.692
35,31.699
36,31.706
37,31.713
38,31.720
39,31.727
40,31.735
41,31.742
42,31.750
43,31.758
44,31.765
45,31.774
46,31.783
47,31.794
48,31.804
49,31.816
50,31.833
51,31.848
52,31.865
53,31.880
54,31.900
55,31.919
56,31.941
57,31.965
58,32.001
59,32.052
60,32.103
61,32.141
62,32.162
63,32.189
64,32.219
65,32.256
66,32.326
67,32.392
68,32.455
69,32.625
70,33.260
71,33.442
72,33.577
73,33.789
74,34.048
75,34.325
76,34.608
77,34.827
78,35.375
79,35.513
80,35.807
81,35.869
82,35.923
83,36.011
84,36.615
85,36.695
86,36.738
87,36.804
88,37.080
89,40.107
90,51.718
91,63.200
92,237.788
93,450.913
94,900.975
95,1736.865
96,1748.831
97,1769.948
98,1799.904
99,1810.057
100,1819.703
