Percentage served,Time in ms
0,0.557
1,0.599
2,0.605
3,0.612
4,0.616
5,0.619
6,0.623
7,0.626
8,0.629
9,0.632
10,0.635
11,0.638
12,0.641
13,0.643
14,0.646
15,0.648
16,0.650
17,0.652
18,0.655
19,0.657
20,0.660
21,0.662
22,0.664
23,0.667
24,0.669
25,0.672
26,0.674
27,0.676
28,0.679
29,0.681
30,0.683
31,0.685
32,0.688
33,0.690
34,0.692
35,0.694
36,0.697
37,0.699
38,0.702
39,0.704
40,0.706
41,0.708
42,0.711
43,0.713
44,0.716
45,0.718
46,0.721
47,0.723
48,0.725
49,0.727
50,0.730
51,0.732
52,0.734
53,0.736
54,0.738
55,0.741
56,0.742
57,0.745
58,0.747
59,0.749
60,0.751
61,0.753
62,0.756
63,0.758
64,0.760
65,0.762
66,0.765
67,0.768
68,0.771
69,0.773
70,0.776
71,0.779
72,0.781
73,0.785
74,0.788
75,0.792
76,0.795
77,0.798
78,0.801
79,0.804
80,0.807
81,0.811
82,0.816
83,0.820
84,0.825
85,0.831
86,0.839
87,0.847
88,0.855
89,0.863
90,0.877
91,0.892
92,0.914
93,0.954
94,1.030
95,1.112
96,1.200
97,1.294
98,1.450
99,1.715
100,18.591
