Percentage served,Time in ms
0,15.007
1,28.766
2,30.543
3,30.868
4,30.927
5,30.978
6,31.008
7,31.042
8,31.078
9,31.119
10,31.156
11,31.193
12,31.225
13,31.251
14,31.276
15,31.302
16,31.331
17,31.351
18,31.370
19,31.388
20,31.407
21,31.422
22,31.436
23,31.449
24,31.466
25,31.479
26,31.491
27,31.501
28,31.512
29,31.523
30,31.530
31,31.539
32,31.551
33,31.560
34,31.571
35,31.581
36,31.591
37,31.601
38,31.610
39,31.620
40,31.630
41,31.640
42,31.653
43,31.664
44,31.678
45,31.694
46,31.707
47,31.722
48,31.736
49,31.749
50,31.761
51,31.772
52,31.782
53,31.794
54,31.810
55,31.825
56,31.842
57,31.860
58,31.885
59,31.910
60,31.955
61,32.048
62,32.151
63,32.220
64,32.371
65,32.519
66,32.671
67,32.800
68,32.946
69,33.090
70,33.191
71,33.395
72,33.538
73,33.841
74,34.045
75,34.237
76,34.648
77,35.233
78,35.506
79,36.118
80,36.202
81,36.445
82,39.088
83,67.187
84,83.079
85,234.738
86,259.612
87,408.853
88,487.001
89,891.655
90,1692.555
91,1756.056
92,1765.720
93,1775.496
94,1825.117
95,1832.737
96,1841.723
97,1876.143
98,3600.010
99,3611.597
100,3622.516
