Percentage served,Time in ms
0,7.159
1,21.962
2,22.829
3,23.303
4,23.554
5,23.730
6,23.834
7,23.926
8,24.020
9,24.162
10,24.288
11,24.410
12,24.510
13,24.628
14,24.722
15,24.864
16,25.069
17,25.194
18,25.372
19,25.507
20,25.716
21,26.203
22,27.160
23,28.548
24,31.953
25,34.389
26,36.112
27,36.877
28,37.361
29,37.800
30,38.160
31,38.416
32,38.766
33,39.050
34,39.229
35,39.338
36,39.424
37,39.554
38,39.671
39,39.774
40,39.924
41,40.048
42,40.181
43,40.246
44,40.328
45,40.465
46,40.556
47,40.712
48,40.846
49,40.945
50,41.052
51,41.193
52,41.334
53,41.541
54,41.645
55,41.754
56,41.895
57,42.083
58,42.220
59,42.362
60,42.477
61,42.640
62,42.786
63,43.004
64,43.251
65,43.460
66,43.715
67,43.997
68,44.287
69,44.850
70,45.447
71,46.041
72,46.798
73,47.515
74,48.046
75,48.518
76,48.958
77,49.466
78,50.221
79,51.069
80,52.306
81,53.659
82,56.236
83,58.813
84,60.172
85,62.769
86,64.698
87,72.134
88,76.417
89,84.857
90,119.685
91,205.006
92,229.350
93,240.689
94,246.281
95,249.728
96,268.672
97,447.662
98,1227.884
99,3616.206
100,7385.814
