Percentage served,Time in ms
0,7.527
1,21.230
2,21.687
3,21.785
4,21.865
5,21.928
6,21.978
7,22.019
8,22.056
9,22.095
10,22.127
11,22.160
12,22.189
13,22.215
14,22.236
15,22.262
16,22.286
17,22.306
18,22.327
19,22.349
20,22.368
21,22.388
22,22.408
23,22.427
24,22.447
25,22.461
26,22.482
27,22.499
28,22.514
29,22.538
30,22.556
31,22.572
32,22.588
33,22.603
34,22.623
35,22.641
36,22.658
37,22.673
38,22.689
39,22.707
40,22.726
41,22.742
42,22.760
43,22.777
44,22.796
45,22.815
46,22.831
47,22.851
48,22.870
49,22.892
50,22.911
51,22.933
52,22.955
53,22.976
54,22.998
55,23.018
56,23.040
57,23.061
58,23.084
59,23.114
60,23.141
61,23.166
62,23.188
63,23.216
64,23.241
65,23.269
66,23.302
67,23.339
68,23.382
69,23.418
70,23.462
71,23.507
72,23.553
73,23.595
74,23.654
75,23.704
76,23.764
77,23.833
78,23.900
79,23.968
80,24.059
81,24.146
82,24.258
83,24.351
84,24.490
85,24.636
86,24.785
87,24.943
88,25.112
89,25.351
90,25.842
91,26.573
92,27.194
93,28.384
94,34.920
95,39.067
96,48.341
97,245.859
98,1041.260
99,1809.873
100,1823.461
