Percentage served,Time in ms
0,9.987
1,21.351
2,21.498
3,21.616
4,21.690
5,21.742
6,21.802
7,21.844
8,21.884
9,21.919
10,21.954
11,21.990
12,22.023
13,22.058
14,22.086
15,22.117
16,22.151
17,22.180
18,22.205
19,22.237
20,22.263
21,22.291
22,22.318
23,22.342
24,22.368
25,22.394
26,22.421
27,22.448
28,22.476
29,22.505
30,22.533
31,22.565
32,22.596
33,22.620
34,22.650
35,22.683
36,22.718
37,22.744
38,22.772
39,22.797
40,22.826
41,22.857
42,22.885
43,22.918
44,22.954
45,22.983
46,23.016
47,23.043
48,23.076
49,23.109
50,23.151
51,23.179
52,23.214
53,23.255
54,23.294
55,23.332
56,23.369
57,23.424
58,23.463
59,23.500
60,23.545
61,23.608
62,23.663
63,23.722
64,23.785
65,23.849
66,23.921
67,23.988
68,24.081
69,24.184
70,24.301
71,24.444
72,24.586
73,24.726
74,24.853
75,24.981
76,25.120
77,25.228
78,25.322
79,25.443
80,25.556
81,25.705
82,25.837
83,25.958
84,26.122
85,26.263
86,26.468
87,26.633
88,26.849
89,27.297
90,27.713
91,28.209
92,28.810
93,30.185
94,42.846
95,61.861
96,253.371
97,1228.960
98,1757.401
99,1819.631
100,1829.249
