Percentage served,Time in ms
0,4.502
1,19.736
2,21.129
3,22.004
4,22.153
5,22.225
6,22.260
7,22.288
8,22.310
9,22.334
10,22.359
11,22.379
12,22.398
13,22.414
14,22.427
15,22.439
16,22.451
17,22.462
18,22.473
19,22.485
20,22.499
21,22.509
22,22.521
23,22.531
24,22.540
25,22.551
26,22.561
27,22.571
28,22.582
29,22.592
30,22.603
31,22.611
32,22.623
33,22.635
34,22.645
35,22.656
36,22.670
37,22.681
38,22.693
39,22.706
40,22.718
41,22.728
42,22.743
43,22.756
44,22.771
45,22.783
46,22.797
47,22.807
48,22.821
49,22.836
50,22.849
51,22.862
52,22.875
53,22.887
54,22.897
55,22.909
56,22.926
57,22.942
58,22.954
59,22.971
60,22.989
61,23.003
62,23.021
63,23.036
64,23.051
65,23.066
66,23.083
67,23.104
68,23.125
69,23.141
70,23.158
71,23.173
72,23.192
73,23.213
74,23.236
75,23.258
76,23.278
77,23.293
78,23.310
79,23.333
80,23.348
81,23.370
82,23.394
83,23.418
84,23.450
85,23.478
86,23.504
87,23.537
88,23.571
89,23.617
90,23.668
91,23.729
92,23.838
93,23.987
94,24.216
95,24.465
96,24.653
97,26.369
98,36.793
99,449.728
100,896.724
