Percentage served,Time in ms
0,5.952
1,19.648
2,21.475
3,21.886
4,21.973
5,22.031
6,22.073
7,22.107
8,22.134
9,22.167
10,22.195
11,22.215
12,22.238
13,22.254
14,22.272
15,22.286
16,22.303
17,22.318
18,22.338
19,22.353
20,22.368
21,22.382
22,22.395
23,22.406
24,22.422
25,22.434
26,22.447
27,22.462
28,22.473
29,22.487
30,22.499
31,22.510
32,22.521
33,22.534
34,22.546
35,22.559
36,22.573
37,22.586
38,22.599
39,22.606
40,22.616
41,22.628
42,22.638
43,22.649
44,22.661
45,22.672
46,22.681
47,22.693
48,22.704
49,22.713
50,22.724
51,22.735
52,22.744
53,22.760
54,22.773
55,22.785
56,22.794
57,22.804
58,22.815
59,22.827
60,22.835
61,22.847
62,22.859
63,22.874
64,22.884
65,22.898
66,22.916
67,22.930
68,22.947
69,22.969
70,22.983
71,23.005
72,23.033
73,23.057
74,23.083
75,23.121
76,23.152
77,23.188
78,23.225
79,23.263
80,23.305
81,23.356
82,23.417
83,23.477
84,23.532
85,23.634
86,23.722
87,23.846
88,24.055
89,24.473
90,24.700
91,25.013
92,25.261
93,25.404
94,25.988
95,32.085
96,40.014
97,870.110
98,877.744
99,885.190
100,1733.485
